"Valor","Data do Recebimento","Status do Débito","Descrição"
"R$ 325,00","04/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","04/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","04/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","04/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","04/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","04/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 230,00","04/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","04/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","04/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 230,00","04/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","04/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","04/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","04/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","04/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","04/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","04/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","04/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","04/06/2024","Pago","MULTA DE RESCISÃO DE CONTRATO"
"R$ 150,00","04/07/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","04/07/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 325,00","04/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","05/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 125,00","05/01/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 126,00","05/01/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 180,00","05/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","05/01/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","05/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","05/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","05/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","05/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","05/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 4,50","05/02/2024","Pago","CAPSULA DE CAFE"
"R$ 9,00","05/02/2024","Pago","CAPSULA DE CAFE"
"R$ 42,75","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 42,75","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 42,75","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 42,75","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 87,50","05/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","05/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","05/02/2024","Pago","ALUGUEL DE QUIOSQUE"
"R$ 125,00","05/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 126,00","05/02/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 126,00","05/02/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","05/02/2024","Pago","ALUGUEL DE QUIOSQUE"
"R$ 180,00","05/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","05/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","05/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","05/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","05/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","05/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","05/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","05/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","05/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","05/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","05/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 4,50","05/03/2024","Pago","CAPSULA DE CAFÉ"
"R$ 87,50","05/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","05/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","05/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","05/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 140,00","05/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","05/03/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 199,50","05/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","05/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","05/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","05/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","05/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","05/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","05/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","05/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","05/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","05/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","05/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","05/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","05/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 4,50","05/04/2024","Pago","CAPSULA DE CAFE"
"R$ 48,75","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","05/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 140,00","05/04/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","05/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","05/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","05/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","05/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","05/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","05/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","05/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 200,00","05/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","05/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","05/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","05/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","05/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","05/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","05/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 400,00","05/06/2024","Pago","ALUGUEL DE SALAO"
"R$ 260,00","05/07/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","05/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","05/07/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","05/07/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 228,00","06/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 4,50","06/02/2024","Pago","CAPSULA DE CAFE"
"R$ 42,75","06/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 87,50","06/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 125,00","06/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 180,00","06/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","06/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","06/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","06/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","06/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","06/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","06/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","06/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","06/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","06/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","06/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","06/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","06/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","06/02/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 310,00","06/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 400,00","06/02/2024","Pago","ALUGUEL DE SALAO"
"R$ 87,50","06/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","06/03/2024","Pago","Mensalidade"
"R$ 180,00","06/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","06/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","06/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","06/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","06/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","06/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 400,00","06/03/2024","Pago","PARC 7/10 ALUGUEL DO SALAO"
"R$ 525,97","06/03/2024","Pago","PGTO DE AGUA, IPTU E ENERGIA DO ESCRITORIO"
"R$ 25,00","06/05/2024","Pago","PGTO LIMPEZA DE SALA"
"R$ 48,75","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 100,00","06/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","06/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","06/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","06/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 104,00","06/05/2024","Pago","ENERGIA, AGUA E INTERNET ESCRITORIO"
"R$ 200,00","06/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","06/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","06/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","06/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/05/2024","Pago","MENSALIDADE FAMILIAR 2"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","06/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","06/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","06/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","06/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","06/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 138,33","06/06/2024","Pago","AGUA, INTERNET E ENERGIA DO ESCRITÓRIO"
"R$ 140,00","06/06/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","06/06/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 200,00","06/06/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 200,00","06/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","06/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","06/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","06/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","06/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","06/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","06/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 310,00","06/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","06/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","06/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 500,00","06/06/2024","Pago","ACORDO MENSALIDADE"
"R$ 4,50","07/02/2024","Pago","CAPSULA DE CAFE"
"R$ 87,50","07/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","07/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","07/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 125,00","07/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 180,00","07/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","07/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","07/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","07/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","07/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","07/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","07/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","07/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","07/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 42,75","07/03/2024","Pago","ACRÉSCIMO DEPENDENTE PAGANTE"
"R$ 100,00","07/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 199,50","07/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","07/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","07/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","07/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","07/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","07/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","07/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","07/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","07/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","07/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","07/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 87,50","07/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","07/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","07/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 200,00","07/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","07/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","07/05/2024","Pago","MENSALIDADE FAMILIAR 3"
